Domnina,Domnina greeni,25.615000000000002,25.615000000000002
Anatolechinos,Anatolechinos neimongolensis,31.15,35.55
Canis,Canis lepophagus,0.06885,7.6000000000000005
Nyctereutes,Nyctereutes procyonoides,0.06885,1.294
Quercygale,Quercygale hastingsae,35.55,35.55
Proteles,Proteles cristatus,1.29985,1.29985
Felis,Felis silvestris,0.00585,3.0940000000000003
Trigonictis,Trigonictis cookii,1.05,3.35
Bassaricyonoides,Bassaricyonoides phyllismillerae,18.2,18.2
Psalidocyon,Psalidocyon marianae,14.785,18.2
Potamops,Potamops mascahehenes,12.8,12.8
Prophoca,Prophoca rousseaui,1.29985,17.130000000000003
Chasmaporthetes,Chasmaporthetes ossifragus,1.05,3.35
Miracinonyx,Miracinonyx inexpectatus,0.06885,3.35
Leptocyon,Leptocyon mollis,25.615000000000002,25.615000000000002
Pekania,Pekania occulta,7.6000000000000005,7.6000000000000005
Mesocyon,Mesocyon coryphaeus,25.615000000000002,25.615000000000002
Imagotaria,Imagotaria downsi,3.9605,11.95
Notiosorex,Notiosorex jacksoni,1.05,3.35
Osbornodon,Osbornodon sesnoni,25.615000000000002,32.05
Gomphotaria,Gomphotaria pugnax,6.2895,6.2895
Sorex,Sorex hoyi,0.063,1.29985
Amphicyon,Amphicyon major,10.154,19.5
Vulpavus,Vulpavus canavus,48.25,53.05
Ursus,Ursus thibetanus,0.06885,1.6845
Ingentisorex,Ingentisorex tumididens,14.785,14.785
Nimravides,Nimravides thinobates,7.6000000000000005,14.1815
Megantereon,Megantereon eurynodon,1.29985,2.6723500000000002
Phoca,Phoca caspica,0.00585,0.00585
Apternodus,Apternodus brevirostris,35.55,35.55
Viverra,Viverra zibetha,0.06885,0.4535
Rhinolophus,Rhinolophus grivensis,1.29985,18.205000000000002
Plagioctenodon,Plagioctenodon dormaalensis,52.2,53.05
Domnina,Domnina sagittariensis,35.55,35.55
Intyrictis,Intyrictis vanvaleni,60.05,62.5
Sivaonyx,Sivaonyx soriae,6.2895,6.2895
Cynarctus,Cynarctus wangi,14.785,14.785
Arctonasua,Arctonasua gracilis,14.785,14.785
Iconapternodus,Iconapternodus qii,42.900000000000006,42.900000000000006
Amphictis,Amphictis borbonica,21.2,22.715
Enhydra,Enhydra macrodonta,0.156,1.05
Atopotarus,Atopotarus courseni,17.015,17.015
Deinsdorfia,Deinsdorfia kerkhoffi,7.0165,7.0165
Limaconyssus,Limaconyssus habrus,56.3,56.3
Desmodus,Desmodus stocki,0.06885,0.156
Paraenhydrocyon,Paraenhydrocyon robustus,22.615000000000002,22.615000000000002
Sorex,Sorex pseudoalpinus,3.7,8.470500000000001
Afrophoca,Afrophoca libyca,17.130000000000003,17.130000000000003
Miocrocidosorex,Miocrocidosorex zazhigini,19.5,19.5
Jaegeria,Jaegeria cambayensis,51.9,51.9
Zaraalestes,Zaraalestes russelli,42.900000000000006,42.900000000000006
Herpestides,Herpestides aegypticus,19.5,19.5
Angustidens,Angustidens excultus,10.399999999999999,10.399999999999999
Mionictis,Mionictis elegans,18.2,18.2
Lobodon,Lobodon carcinophaga,0.00585,1.29985
Palaeogale,Palaeogale praehyaenoides,21.2,21.2
Daphoenus,Daphoenus ruber,25.615000000000002,25.615000000000002
Potamonycteris,Potamonycteris biperforatus,14.785,14.785
Felis,Felis platensis,1.29985,1.6845
Eusmilus,Eusmilus sicarius,33.599999999999994,35.25
Zelceina,Zelceina podlesicensis,4.550000000000001,4.550000000000001
Paenelimnoecus,Paenelimnoecus repenningi,7.0165,10.399999999999999
Sorex,Sorex palustris,0.00585,3.35
Ischyrocyon,Ischyrocyon gidleyi,8.470500000000001,14.1815
Viverravus,Viverravus gracilis,48.25,53.05
Gracilocyon,Gracilocyon solei,51.9,52.2
Pristinictis,Pristinictis connata,59.25,59.25
Pachyphoca,Pachyphoca ukrainica,9.433,12.719999999999999
Soricolestes,Soricolestes soricavus,42.900000000000006,42.900000000000006
Ursavus,Ursavus elmensis,14.81,18.205000000000002
Phlaocyon,Phlaocyon multicuspus,22.615000000000002,22.615000000000002
Spilogale,Spilogale putorius,0.00585,3.35
Paraenhydrocyon,Paraenhydrocyon josephi,22.615000000000002,25.615000000000002
Melaniella,Melaniella timosa,59.25,59.25
Chainodus,Chainodus intercedens,14.81,18.45
Enhydra,Enhydra reevei,2.1905,2.197
Amphimachairodus,Amphimachairodus giganteus,7.0165,8.470500000000001
Ictonyx,Ictonyx striatus,0.00585,1.29985
Myotis,Myotis keenii,0.06885,1.29985
Mionictis,Mionictis angustidens,11.95,11.95
Diamantofelis,Diamantofelis minor,17.319000000000003,17.319000000000003
Hipposideros,Hipposideros morloti,31.15,35.95
Machairodus,Machairodus irtyschensis,3.9605,3.9605
Anictis,Anictis simplicidens,31.15,31.15
Pontophoca,Pontophoca jutlandica,9.433,9.433
Soriculus,Soriculus kubinyi,4.550000000000001,4.550000000000001
Icaronycteris,Icaronycteris menui,51.9,51.9
Puma,Puma concolor,0.00585,3.35
Urocyon,Urocyon cinereoargenteus,0.00585,3.35
Phlaocyon,Phlaocyon leucosteus,18.2,22.615000000000002
Cynelos,Cynelos sinapius,14.1815,18.2
Parictis,Parictis personi,35.55,35.55
Raphictis,Raphictis gausion,59.25,59.25
Paguma,Paguma larvata,0.06885,1.294
Scraeva,Scraeva hatherwoodensis,35.55,35.55
Phlaocyon,Phlaocyon achoros,22.615000000000002,22.615000000000002
Arctonasua,Arctonasua eurybates,7.6000000000000005,7.6000000000000005
Tachypteron,Tachypteron franzeni,44.5,44.5
Proscalops,Proscalops secundus,18.2,25.615000000000002
Miocyon,Miocyon vallisrubrae,43.3,43.3
Ceutholestes,Ceutholestes dolosus,56.3,56.3
Ravenictis,Ravenictis krausei,64.65,64.65
Martes,Martes (Tomictis) gazini,14.785,14.785
Panthera,Panthera pardus,0.00585,3.9605
Paenesorex,Paenesorex bicuspis,11.925,11.925
Canis,Canis edwardii,1.05,14.1815
Palaeogale,Palaeogale dorothiae,25.615000000000002,28.55
Homotherium,Homotherium venezuelensis,1.357,1.357
Ulmensia,Ulmensia antecedens,25.715,25.715
Megaderma,Megaderma lugdunensis,13.2,13.2
Allodesmus,Allodesmus kelloggi,12.719999999999999,12.719999999999999
Valenictus,Valenictus imperialensis,4.4665,6.2895
Acrophoca,Acrophoca longirostris,6.2895,9.433
Eppsinycteris,Eppsinycteris anglica,51.9,51.9
Phocanella,Phocanella pumila,3.0940000000000003,12.809000000000001
Simpsonictis,Simpsonictis jaynanneae,62.5,62.5
Plesictis,Plesictis mayri,21.2,22.715
