Species	Status	min_age	max_age
Brachyrhynchocyon_dodgei	extinct	33.9	37.2
Eusmilus	extinct	33.9	37.2
Prohesperocyon_wilsoni	extinct	33.9	37.2
Hesperocyon_gregarius	extinct	33.9	37.2
Carnivora	extinct	33.9	37.2
Hesperocyon_gregarius	extinct	33.9	37.2
Daphoenus_lambei	extinct	33.9	37.2
Hesperocyon_gregarius	extinct	33.9	37.2
Apternodus_brevirostris	extinct	33.9	37.2
Parictis_personi	extinct	33.9	37.2
Parictis_dakotensis	extinct	33.9	37.2
Brachyrhynchocyon	extinct	33.9	37.2
Domnina_gradata	extinct	33.9	37.2
Oligoryctes_cameronensis	extinct	33.9	37.2
Micropternodus_borealis	extinct	33.9	37.2
Micropternodus_montrosensis	extinct	33.9	37.2
Chiroptera	extinct	33.9	37.2
Hesperocyon	extinct	33.9	37.2
Daphoenus	extinct	33.9	37.2
Brachyrhynchocyon_dodgei	extinct	33.9	37.2
Daphoenictis_tedfordi	extinct	33.9	37.2
Hesperocyon_gregarius	extinct	33.9	37.2
Dinictis_felina	extinct	33.9	37.2
Chiroptera	extinct	33.9	37.2
Wallia	extinct	33.9	37.2
Domnina	extinct	33.9	37.2
Apternodus	extinct	33.9	37.2
Oligoryctes	extinct	33.9	37.2
Micropternodus	extinct	33.9	37.2
Cryptoryctes	extinct	33.9	37.2
Epoicotherium	extinct	33.9	37.2
Dinictis	extinct	33.9	37.2
Hoplophoneus	extinct	33.9	37.2
Daphoenus	extinct	33.9	37.2
Brachyrhynchocyon_dodgei	extinct	33.9	37.2
Daphoenictis_tedfordi	extinct	33.9	37.2
Hesperocyon_gregarius	extinct	33.9	37.2
Canidae	extinct	33.9	37.2
Parictis_parvus	extinct	33.9	37.2
Oligoryctes_cameronensis	extinct	33.9	37.2
Micropternodus_borealis	extinct	33.9	37.2
Hesperocyon_gregarius	extinct	33.9	37.2
Apternodus_mediaevus	extinct	33.9	37.2
Cryptoryctes_kayi	extinct	33.9	37.2
Micropternodus_borealis	extinct	33.9	37.2
Hesperocyon_gregarius	extinct	33.9	37.2
Brachyrhynchocyon_dodgei	extinct	33.9	37.2
Apternodus_mediaevus	extinct	33.9	37.2
Cryptoryctes_kayi	extinct	33.9	37.2
Hesperocyon_gregarius	extinct	33.9	37.2
Hesperocyon	extinct	33.9	37.2
Amphicyonidae	extinct	33.9	37.2
Hesperocyon	extinct	33.9	37.2
Carnivora	extinct	33.9	37.2
Dinictis	extinct	33.9	37.2
Hoplophoneus_mentalis	extinct	33.9	37.2
Hesperocyon_gregarius	extinct	33.9	37.2
Domnina_gradata	extinct	33.9	37.2
Hesperocyon_gregarius	extinct	33.9	37.2
Brachyrhynchocyon_dodgei	extinct	33.9	37.2
Daphoenus	extinct	33.9	37.2
Hoplophoneus_mentalis	extinct	33.9	37.2
Carnivora	extinct	33.9	37.2
Hesperocyon_gregarius	extinct	33.9	37.2
Parictis_gilpini	extinct	33.9	37.2
Dinictis	extinct	33.9	37.2
Apternodus_mediaevus	extinct	33.9	37.2
Cryptoryctes_kayi	extinct	33.9	37.2
Oligoscalops_galbreathi	extinct	33.9	37.2
Daphoenus	extinct	33.9	37.2
Brachyrhynchocyon_dodgei	extinct	33.9	37.2
Eusmilus	extinct	33.9	37.2
Hoplophoneus_mentalis	extinct	33.9	37.2
Micropternodus_borealis	extinct	33.9	37.2
Hesperocyon	extinct	33.9	37.2
Daphoenictis	extinct	33.9	37.2
Domnina_gradata	extinct	33.9	37.2
Oligoryctes_cameronensis	extinct	33.9	37.2
Micropternodus_borealis	extinct	33.9	37.2
Chadronycteris_rabenae	extinct	33.9	37.2
Hesperocyon	extinct	33.9	37.2
Amphicyonidae	extinct	33.9	37.2
Hesperocyon_gregarius	extinct	33.9	37.2
Hesperocyon	extinct	33.9	37.2
Apternodus_mediaevus	extinct	33.9	37.2
Parictis_montanus	extinct	33.9	37.2
Micropternodontidae	extinct	33.9	37.2
Hesperocyon	extinct	33.9	37.2
Parictis_gilpini	extinct	33.9	37.2
Daphoenus	extinct	33.9	37.2
Micropternodus_borealis	extinct	33.9	37.2
Oligoryctes_altitalonidus	extinct	33.9	37.2
Apternodus_mediaevus	extinct	33.9	37.2
Domnina_thompsoni	extinct	33.9	37.2
Hesperocyon_gregarius	extinct	33.9	37.2
Oligoryctes_altitalonidus	extinct	33.9	37.2
Nimravidae	extinct	33.9	37.2
Brachyrhynchocyon	extinct	33.9	37.2
Daphoenictis	extinct	33.9	37.2
Hesperocyon	extinct	33.9	37.2
Parictis_parvus	extinct	33.9	37.2
Oligoryctes_altitalonidus	extinct	33.9	37.2
Chiroptera	extinct	33.9	37.2
Epoicotherium_unicum	extinct	33.9	37.2
Patriomanis_americanus	extinct	33.9	37.2
Brachyrhynchocyon	extinct	33.9	37.2
Daphoenictis	extinct	33.9	37.2
Hesperocyon_gregarius	extinct	33.9	37.2
Parictis_parvus	extinct	33.9	37.2
Apternodus_brevirostris	extinct	33.9	37.2
Oligoryctes_altitalonidus	extinct	33.9	37.2
Chiroptera	extinct	33.9	37.2
Epoicotherium_unicum	extinct	33.9	37.2
Xenocranium	extinct	33.9	37.2
Patriomanis_americanus	extinct	33.9	37.2
Hoplophoneus_mentalis	extinct	33.9	37.2
Dinictis	extinct	33.9	37.2
Brachyrhynchocyon	extinct	33.9	37.2
Daphoenictis	extinct	33.9	37.2
Hesperocyon_gregarius	extinct	33.9	37.2
Parictis	extinct	33.9	37.2
Apternodus_brevirostris	extinct	33.9	37.2
Apternodus_gregoryi	extinct	33.9	37.2
Oligoryctes_altitalonidus	extinct	33.9	37.2
Oligoryctes_cameronensis	extinct	33.9	37.2
Chiroptera	extinct	33.9	37.2
Epoicotherium_unicum	extinct	33.9	37.2
Patriomanis_americanus	extinct	33.9	37.2
Hoplophoneus_mentalis	extinct	33.9	37.2
Dinictis	extinct	33.9	37.2
Brachyrhynchocyon	extinct	33.9	37.2
Daphoenictis	extinct	33.9	37.2
Hesperocyon_gregarius	extinct	33.9	37.2
Parictis	extinct	33.9	37.2
Apternodus_brevirostris	extinct	33.9	37.2
Apternodus_gregoryi	extinct	33.9	37.2
Epoicotherium_unicum	extinct	33.9	37.2
Hoplophoneus_mentalis	extinct	33.9	37.2
Dinictis	extinct	33.9	37.2
Brachyrhynchocyon	extinct	33.9	37.2
Hesperocyon_gregarius	extinct	33.9	37.2
Parictis	extinct	33.9	37.2
Hoplophoneus_mentalis	extinct	33.9	37.2
Dinictis	extinct	33.9	37.2
Brachyrhynchocyon	extinct	33.9	37.2
Hesperocyon	extinct	33.9	37.2
Hoplophoneus_mentalis	extinct	33.9	37.2
Dinictis	extinct	33.9	37.2
Brachyrhynchocyon	extinct	33.9	37.2
Hesperocyon	extinct	33.9	37.2
Parictis_dakotensis	extinct	33.9	37.2
Hesperocyon_gregarius	extinct	33.9	37.2
Brachyrhynchocyon_intermedius	extinct	33.9	37.2
Parictis_dakotensis	extinct	33.9	37.2
Hoplophoneus	extinct	33.3	37.2
Apternodus_iliffensis	extinct	33.9	37.2
Hesperocyon_gregarius	extinct	33.9	37.2
Parictis_dakotensis	extinct	33.9	37.2
Brachyrhynchocyon	extinct	33.9	37.2
Dinictis	extinct	33.9	37.2
Wallia	extinct	33.9	37.2
Canidae	extinct	33.9	37.2
Brachyrhynchocyon	extinct	33.9	37.2
Domnina_gradata	extinct	33.9	37.2
Hesperocyon_gregarius	extinct	33.9	37.2
Hesperocyon	extinct	33.9	37.2
Brachyrhynchocyon	extinct	33.9	37.2
Micropternodus_borealis	extinct	33.9	37.2
Oligoryctes_altitalonidus	extinct	33.9	37.2
Oligoryctes_cameronensis	extinct	33.9	37.2
Apternodus_mediaevus	extinct	33.9	37.2
Domnina_thompsoni	extinct	33.9	37.2
Oligoscalops	extinct	33.9	37.2
Cryptoryctes_kayi	extinct	33.9	37.2
Brachyrhynchocyon_dodgei	extinct	33.9	37.2
Parictis_montanus	extinct	33.9	37.2
Hesperocyon_gregarius	extinct	33.9	37.2
Brachyrhynchocyon_dodgei	extinct	33.9	37.2
Epoicotherium_unicum	extinct	33.9	37.2
Micropternodus	extinct	33.9	37.2
Apternodus_baladontus	extinct	33.9	37.2
Cryptoryctes_kayi	extinct	33.9	37.2
Miacis	extinct	33.9	37.2
Daphoenictis	extinct	33.9	37.2
Hesperocyon	extinct	33.9	37.2
Domnina_sagittariensis	extinct	33.9	37.2
Chiroptera	extinct	33.9	37.2
Hesperocyon_gregarius	extinct	33.9	37.2
Daphoenus	extinct	33.9	37.2
Daphoenictis	extinct	33.9	37.2
Hesperocyon_gregarius	extinct	33.9	37.2
Daphoenictis_tedfordi	extinct	33.9	37.2
Hesperocyon_gregarius	extinct	33.9	37.2
Hesperocyon_gregarius	extinct	33.9	37.2
Parictis_gilpini	extinct	33.9	37.2
Hesperocyon_gregarius	extinct	33.9	37.2
Apternodus_mediaevus	extinct	33.9	37.2
Hesperocyon_gregarius	extinct	33.9	37.2
Parictis_dakotensis	extinct	33.9	37.2
Parictis_major	extinct	33.9	37.2
Daphoenus	extinct	33.9	37.2
Brachyrhynchocyon_dodgei	extinct	33.9	37.2
Mustelavus_priscus	extinct	33.9	37.2
Hoplophoneus_mentalis	extinct	33.9	37.2
Dinictis_felina	extinct	33.9	37.2
Oligoryctes_altitalonidus	extinct	33.9	37.2
Clinopternodus_gracilis	extinct	33.9	37.2
Hesperocyon_gregarius	extinct	33.9	37.2
Domnina	extinct	33.9	37.2
Palaeogale	extinct	33.9	37.2
Micropternodus_borealis	extinct	33.9	37.2
Oligoryctes_altitalonidus	extinct	33.9	37.2
Oligoryctes_cameronensis	extinct	33.9	37.2
Apternodus_mediaevus	extinct	33.9	37.2
Domnina_thompsoni	extinct	33.9	37.2
Oligoscalops	extinct	33.9	37.2
Cryptoryctes_kayi	extinct	33.9	37.2
Brachyrhynchocyon_dodgei	extinct	33.9	37.2
Brachyrhynchocyon_montanus	extinct	33.9	37.2
Hesperocyon_gregarius	extinct	33.9	37.2
Mustelavus_priscus	extinct	33.9	37.2
Palaeogale_sectoria	extinct	33.9	37.2
Domnina_gradata	extinct	33.9	37.2
Domnina_thompsoni	extinct	33.9	37.2
Oligoscalops	extinct	33.9	37.2
Apternodus	extinct	33.9	37.2
Oligoryctes_cameronensis	extinct	33.9	37.2
Micropternodus_borealis	extinct	33.9	37.2
Micropternodus_montrosensis	extinct	33.9	37.2
Chadronycteris_rabenae	extinct	33.9	37.2
Stehlinia	extinct	33.9	37.2
Hesperocyon	extinct	33.9	37.2
Parictis	extinct	33.9	37.2
Mustelidae	extinct	33.9	37.2
Amphicyonidae	extinct	33.9	37.2
Soricoidea	extinct	33.9	37.2
Miacis_cognitus	extinct	33.9	37.2
Brachyrhynchocyon_dodgei	extinct	33.9	37.2
Hesperocyon_gregarius	extinct	33.9	37.2
Hesperocyon_gregarius	extinct	33.9	37.2
Hesperocyon_gregarius	extinct	33.9	37.2
Parictis_gilpini	extinct	33.9	37.2
Hesperocyon_gregarius	extinct	33.9	37.2
Brachyrhynchocyon_dodgei	extinct	33.9	37.2
Hesperocyon_gregarius	extinct	33.9	37.2
Brachyrhynchocyon	extinct	33.9	37.2
Canidae	extinct	33.9	37.2
Domnina_gradata	extinct	33.9	37.2
Apternodus	extinct	33.9	37.2
Oligoryctes_cameronensis	extinct	33.9	37.2
Micropternodus_montrosensis	extinct	33.9	37.2
Chiroptera	extinct	33.9	37.2
Hesperocyon	extinct	33.9	37.2
Daphoenus	extinct	33.9	37.2
Brachyrhynchocyon	extinct	33.9	37.2
Hesperocyon_gregarius	extinct	33.9	37.2
Daphoenus	extinct	33.9	37.2
Mustelidae	extinct	33.9	40.4
Parictis_gilpini	extinct	33.9	37.2
Apternodus_mediaevus	extinct	33.9	37.2
Hesperocyon	extinct	33.9	37.2
Hesperocyon_gregarius	extinct	33.9	37.2
Brachyrhynchocyon_dodgei	extinct	33.9	37.2
Hesperocyon_gregarius	extinct	33.9	37.2
Microchiroptera	extinct	33.9	37.2
Epoicotherium_unicum	extinct	33.9	37.2
Brachyrhynchocyon_dodgei	extinct	33.9	37.2
Parictis_parvus	extinct	33.9	37.2
Domnina_gradata	extinct	33.3	33.9
Hesperocyon_gregarius	extinct	33.3	33.9
Hesperocyon_gregarius	extinct	33.3	33.9
Hesperocyon_gregarius	extinct	33.3	33.9
Hesperocyon_gregarius	extinct	33.3	33.9
Hesperocyon_gregarius	extinct	33.3	33.9
Domnina_gradata	extinct	33.3	33.9
Hesperocyon_gregarius	extinct	33.3	33.9
Hesperocyon_gregarius	extinct	33.3	33.9
Apternodus_gregoryi	extinct	33.3	33.9
Daphoenus	extinct	33.3	33.9
Daphoenus_hartshornianus	extinct	33.3	33.9
Daphoenus	extinct	33.3	33.9
Daphoenus	extinct	33.3	33.9
Daphoenus_hartshornianus	extinct	33.3	33.9
Hesperocyon_gregarius	extinct	33.3	33.9
Hoplophoneus_primaevus	extinct	33.3	33.9
Hesperocyon_gregarius	extinct	33.3	33.9
Hesperocyon_gregarius	extinct	33.3	33.9
Hoplophoneus_primaevus	extinct	33.3	33.9
Hesperocyon_gregarius	extinct	33.3	33.9
Daphoenus	extinct	33.3	33.9
Oligoryctes	extinct	33.3	33.9
Domnina_gradata	extinct	33.3	33.9
Pseudotrimylus_compressus	extinct	33.3	33.9
Oligoscalops	extinct	33.3	33.9
Hesperocyon_gregarius	extinct	33.3	33.9
Domnina_gradata	extinct	33.3	33.9
Pseudotrimylus_compressus	extinct	33.3	33.9
Proscalops	extinct	33.3	33.9
Oligoscalops_galbreathi	extinct	33.3	33.9
Oligomyotis	extinct	33.3	33.9
Hesperocyon_gregarius	extinct	33.3	33.9
Hesperocyon_coloradensis	extinct	33.3	33.9
Daphoenus_vetus	extinct	33.3	33.9
Palaeogale_sectoria	extinct	33.3	33.9
Drassonax_harpagops	extinct	33.3	33.9
Dinictis	extinct	33.3	33.9
Hesperocyon_coloradensis	extinct	33.3	33.9
Hoplophoneus_primaevus	extinct	33.3	33.9
Hesperocyon	extinct	33.3	33.9
Hesperocyon_gregarius	extinct	33.3	33.9
Oligoryctes_altitalonidus	extinct	33.3	33.9
Domnina_gradata	extinct	33.3	33.9
Oligoscalops	extinct	33.3	33.9
Vespertilionidae	extinct	33.3	33.9
Hesperocyon_gregarius	extinct	33.3	33.9
Palaeogale_sectoria	extinct	33.3	33.9
Otarocyon_macdonaldi	extinct	33.3	33.9
Daphoenus_vetus	extinct	33.3	33.9
Hesperocyon_gregarius	extinct	33.3	33.9
Hoplophoneus_primaevus	extinct	33.3	33.9
Daphoenus	extinct	33.3	33.9
Parictis_dakotensis	extinct	33.3	33.9
Hesperocyon_gregarius	extinct	33.3	33.9
Hoplophoneus	extinct	33.3	33.9
Dinictis	extinct	33.3	33.9
Hesperocyon_gregarius	extinct	33.3	33.9
Mesocyon_temnodon	extinct	33.3	33.9
Hesperocyon_gregarius	extinct	33.3	33.9
Daphoenus	extinct	33.3	33.9
Hoplophoneus_primaevus	extinct	33.3	33.9
Dinictis_felina	extinct	33.3	33.9
Hesperocyon_gregarius	extinct	33.3	33.9
Dinictis	extinct	33.3	33.9
Hesperocyon	extinct	33.3	33.9
Daphoenus	extinct	33.3	33.9
Oligoscalops_galbreathi	extinct	33.3	33.9
Hesperocyon_gregarius	extinct	33.3	33.9
Osbornodon_renjiei	extinct	33.3	33.9
Hesperocyon	extinct	33.3	33.9
Dinictis	extinct	33.3	33.9
Palaeogale_sectoria	extinct	33.3	33.9
Hesperocyon_gregarius	extinct	33.3	33.9
Palaeogale_sectoria	extinct	33.3	33.9
Palaeogale_sectoria	extinct	33.3	33.9
Hesperocyon_gregarius	extinct	33.3	33.9
Hesperocyon_gregarius	extinct	33.3	33.9
Daphoenus	extinct	33.3	33.9
Proscalops_tertius	extinct	33.3	33.9
Hesperocyon_gregarius	extinct	33.3	33.9
Hesperocyon	extinct	33.3	33.9
Palaeogale	extinct	33.3	33.9
Daphoenus	extinct	33.3	33.9
Hesperocyon_gregarius	extinct	33.3	33.9
Hesperocyon_gregarius	extinct	33.3	33.9
Daphoenus	extinct	33.3	33.9
Daphoenus_vetus	extinct	33.3	33.9
Hesperocyon_gregarius	extinct	33.3	33.9
Hesperocyon_gregarius	extinct	33.3	33.9
Hesperocyon_gregarius	extinct	33.3	33.9
Eusmilus_sicarius	extinct	33.3	37.2
Hesperocyon_gregarius	extinct	33.3	33.9
Hesperocyon_gregarius	extinct	33.3	33.9
Hesperocyon_gregarius	extinct	33.3	33.9
Hesperocyon_gregarius	extinct	33.3	33.9
Daphoenus	extinct	33.3	33.9
Hoplophoneus_primaevus	extinct	33.3	33.9
Daphoenus_vetus	extinct	33.3	33.9
Daphoenus_hartshornianus	extinct	33.3	33.9
Dinictis_felina	extinct	33.3	33.9
Hoplophoneus_primaevus	extinct	33.3	33.9
Hesperocyon_gregarius	extinct	33.3	33.9
Soricidae	extinct	33.3	33.9
Oligoscalops	extinct	33.3	33.9
Hesperocyon_gregarius	extinct	33.3	33.9
Hesperocyon_gregarius	extinct	33.3	33.9
Hoplophoneus_primaevus	extinct	33.3	33.9
Hesperocyon_gregarius	extinct	33.3	33.9
Daphoenus	extinct	33.3	33.9
Parictis_gilpini	extinct	33.3	33.9
Hesperocyon_gregarius	extinct	33.3	33.9
Domnina_gradata	extinct	33.3	33.9
Hoplophoneus_primaevus	extinct	33.3	33.9
Hoplophoneus_occidentalis	extinct	33.3	33.9
Daphoenus	extinct	33.3	33.9
Hesperocyon_gregarius	extinct	33.3	33.9
Dinictis_felina	extinct	33.3	33.9
Hoplophoneus_primaevus	extinct	33.3	33.9
Eusmilus_sicarius	extinct	33.3	33.9
Hesperocyon_gregarius	extinct	33.3	33.9
Daphoenus	extinct	33.3	33.9
Daphoenus_hartshornianus	extinct	33.3	33.9
Hesperocyon_gregarius	extinct	33.3	33.9
Hesperocyon_gregarius	extinct	33.3	33.9
Daphoenus	extinct	33.3	33.9
Daphoenus_hartshornianus	extinct	33.3	33.9
Daphoenus	extinct	33.3	33.9
Hesperocyon_gregarius	extinct	33.3	33.9
Hesperocyon_gregarius	extinct	33.3	33.9
Hesperocyon_gregarius	extinct	33.3	33.9
Daphoenus	extinct	33.3	33.9
Hesperocyon_gregarius	extinct	33.3	33.9
Hesperocyon	extinct	33.3	33.9
Daphoenus	extinct	33.3	33.9
Hoplophoneus	extinct	33.3	33.9
Dinictis	extinct	33.3	33.9
Hesperocyon	extinct	33.3	33.9
Daphoenus	extinct	33.3	33.9
Mustelavus	extinct	33.3	33.9
Palaeogale	extinct	33.3	33.9
Dinictis	extinct	33.3	33.9
Hesperocyon_gregarius	extinct	33.3	33.9
Hesperocyon_gregarius	extinct	33.3	33.9
Palaeogale_sectoria	extinct	33.3	33.9
Dinictis_felina	extinct	33.3	33.9
Daphoenus	extinct	33.3	33.9
Hesperocyon_gregarius	extinct	33.3	33.9
Hesperocyon_gregarius	extinct	33.3	33.9
Dinictis	extinct	33.3	33.9
Domnina	extinct	33.3	33.9
Hesperocyon	extinct	33.3	33.9
Dinictis	extinct	33.3	33.9
Hesperocyon	extinct	33.3	33.9
Daphoenus	extinct	33.3	33.9
Domnina_gradata	extinct	33.3	33.9
Hesperocyon	extinct	33.3	33.9
Oligoscalops	extinct	33.3	33.9
Palaeogale	extinct	33.3	33.9
Mustelidae	extinct	33.3	33.9
Proscalops	extinct	33.3	33.9
Domnina_gradata	extinct	33.3	33.9
Hesperocyon	extinct	33.3	33.9
Hesperocyon_gregarius	extinct	33.3	33.9
Daphoenus	extinct	33.3	33.9
Hesperocyon_gregarius	extinct	33.3	33.9
Hesperocyon_gregarius	extinct	33.3	33.9
Otarocyon_macdonaldi	extinct	33.3	33.9
Hesperocyon_gregarius	extinct	33.3	33.9
Daphoenus	extinct	33.3	33.9
Domnina	extinct	33.3	33.9
Carnivora	extinct	33.3	33.9
Hesperocyon_gregarius	extinct	33.3	33.9
Hesperocyon_gregarius	extinct	33.3	33.9
Hesperocyon_gregarius	extinct	33.3	33.9
Hesperocyon_gregarius	extinct	33.3	33.9
Hesperocyon_gregarius	extinct	33.3	33.9
Hesperocyon_gregarius	extinct	33.3	33.9
Hesperocyon_gregarius	extinct	33.3	33.9
Hesperocyon_gregarius	extinct	33.3	33.9
Hesperocyon_gregarius	extinct	33.3	33.9
Hesperocyon_gregarius	extinct	33.3	33.9
Hesperocyon_gregarius	extinct	33.3	33.9
Hesperocyon_gregarius	extinct	33.3	33.9
Hesperocyon_gregarius	extinct	33.3	33.9
Hesperocyon_gregarius	extinct	33.3	33.9
Hesperocyon_gregarius	extinct	33.3	33.9
Paradaphoenus_minimus	extinct	33.3	33.9
Hesperocyon_gregarius	extinct	33.3	33.9
Hesperocyon_gregarius	extinct	33.3	33.9
Hesperocyon_gregarius	extinct	33.3	33.9
Hesperocyon_gregarius	extinct	33.3	33.9
Hesperocyon_gregarius	extinct	33.3	33.9
Hesperocyon_gregarius	extinct	33.3	33.9
Hesperocyon_gregarius	extinct	33.3	33.9
Paradaphoenus_minimus	extinct	33.3	33.9
Hesperocyon_gregarius	extinct	33.3	33.9
Brachyrhynchocyon	extinct	33.3	33.9
Hesperocyon_gregarius	extinct	33.3	33.9
Hesperocyon_gregarius	extinct	33.3	33.9
Hesperocyon_gregarius	extinct	33.3	33.9
Hesperocyon_gregarius	extinct	33.3	33.9
Hesperocyon_gregarius	extinct	33.3	33.9
Daphoenus	extinct	33.3	33.9
Dinictis_felina	extinct	33.3	33.9
Hoplophoneus_primaevus	extinct	33.3	33.9
Daphoenus_hartshornianus	extinct	33.3	33.9
Daphoenus_vetus	extinct	33.3	33.9
Daphoenus	extinct	33.3	33.9
Hesperocyon_gregarius	extinct	33.3	33.9
Daphoenus	extinct	33.3	33.9
Hesperocyon_gregarius	extinct	33.3	33.9
Daphoenus	extinct	33.3	33.9
Archaeocyon_pavidus	extinct	30.8	33.3
Hesperocyon	extinct	24.8	33.3
Mesocyon_temnodon	extinct	30.8	33.3
Hesperocyon_gregarius	extinct	30.8	33.3
Mesocyon_temnodon	extinct	30.8	33.3
Mesocyon_temnodon	extinct	30.8	33.3
Cynodesmus_thooides	extinct	30.8	33.3
Proscalops	extinct	30.8	33.3
Archaeocyon_pavidus	extinct	30.8	33.3
Osbornodon_sesnoni	extinct	30.8	33.3
Soricidae	extinct	30.8	33.3
Domnina_gradata	extinct	33.3	33.9
Proscalops_miocaenus	extinct	33.3	33.9
Oligoscalops	extinct	33.3	33.9
Micropternodus	extinct	33.3	33.9
Canidae	extinct	33.3	33.9
Mesocyon_temnodon	extinct	30.8	33.3
Cynodesmus_thooides	extinct	30.8	33.3
Hesperocyon_gregarius	extinct	30.8	33.3
Archaeocyon_pavidus	extinct	30.8	33.3
Pogonodon_brachyops	extinct	30.8	33.3
Oxetocyon_cuspidatus	extinct	30.8	33.3
Mesocyon_temnodon	extinct	30.8	33.3
Mesocyon_temnodon	extinct	30.8	33.3
Archaeocyon_leptodus	extinct	30.8	33.3
Domnina_gradata	extinct	30.8	33.3
Proscalops_tertius	extinct	30.8	33.3
Hesperocyon	extinct	30.8	33.3
Daphoenus	extinct	30.8	33.3
Dinictis	extinct	30.8	33.3
Domnina_gradata	extinct	30.8	33.3
Proscalops_tertius	extinct	30.8	33.3
Hesperocyon	extinct	30.8	33.3
Daphoenus	extinct	30.8	33.3
Oxetocyon	extinct	30.8	33.3
Nimravidae	extinct	30.8	33.3
Domnina_gradata	extinct	30.8	33.3
Proscalops_tertius	extinct	30.8	33.3
Hesperocyon	extinct	30.8	33.3
Oxetocyon	extinct	30.8	33.3
Cynodesmus_thooides	extinct	30.8	33.3
Ectopocynus_antiquus	extinct	30.8	33.3
Soricoidea	extinct	30.8	33.3
Phyllostomatidae	extinct	30.8	33.3
Daphoenus	extinct	30.8	33.3
Palaeogale	extinct	30.8	33.3
Mesocyon_temnodon	extinct	30.8	33.3
Cynodesmus_thooides	extinct	30.8	33.3
Cynodesmus_thooides	extinct	30.8	33.3
Nimravidae	extinct	30.8	33.3
Nimravidae	extinct	30.8	33.3
Hesperocyon_gregarius	extinct	30.8	33.3
Mesocyon_temnodon	extinct	30.8	33.3
Cynodesmus_thooides	extinct	30.8	33.3
Hoplophoneus_cerebralis	extinct	20.43	30.8
Pogonodon_brachyops	extinct	30.8	33.3
Paraenhydrocyon_josephi	extinct	20.43	30.8
Cynarctoides_lemur	extinct	20.43	30.8
Phlaocyon_latidens	extinct	30.8	33.3
Archaeocyon_pavidus	extinct	30.8	33.3
Rhizocyon_oregonensis	extinct	20.43	30.8
Daphoenus	extinct	20.43	30.8
Temnocyon_altigenis	extinct	30.8	33.3
Enhydrocyon	extinct	30.8	33.3
Allocyon_loganensis	extinct	30.8	33.3
Archaeocyon_pavidus	extinct	30.8	33.3
Mesocyon_temnodon	extinct	30.8	33.3
Domnina	extinct	30.8	33.3
Proscalops	extinct	30.8	33.3
Canidae	extinct	30.8	33.3
Felidae	extinct	30.8	33.3
Mesocyon_temnodon	extinct	30.8	33.3
Mesocyon_temnodon	extinct	30.8	33.3
Hesperocyon_gregarius	extinct	30.8	33.3
Daphoenus	extinct	30.8	33.3
Domnina	extinct	30.8	33.3
Proscalopidae	extinct	30.8	33.3
Soricidae	extinct	30.8	33.3
Dinictis	extinct	30.8	33.3
Mustelidae	extinct	30.8	33.3
Daphoenus	extinct	30.8	33.3
Hesperocyon	extinct	30.8	33.3
Oxetocyon_cuspidatus	extinct	30.8	33.3
Hesperocyon_gregarius	extinct	30.8	33.3
Archaeocyon_pavidus	extinct	30.8	33.3
Archaeocyon_leptodus	extinct	30.8	33.3
Mesocyon_temnodon	extinct	30.8	33.3
Archaeocyon_pavidus	extinct	30.8	33.3
Daphoenus	extinct	30.8	33.3
Dinictis	extinct	30.8	33.3
Domnina_gradata	extinct	30.8	33.3
Hesperocyon	extinct	30.8	33.3
Proscalops	extinct	30.8	33.3
Daphoenus	extinct	30.8	33.3
Dinictis	extinct	30.8	33.3
Proscalops_tertius	extinct	30.8	33.3
Dinictis_felina	extinct	30.8	33.3
Oxetocyon_cuspidatus	extinct	30.8	33.3
Pogonodon_brachyops	extinct	30.8	33.3
Hesperocyon_gregarius	extinct	30.8	33.3
Oxetocyon_cuspidatus	extinct	30.8	33.3
Proscalops_miocaenus	extinct	30.8	33.3
Mesocyon_temnodon	extinct	30.8	33.3
Osbornodon_renjiei	extinct	30.8	33.3
Cynodesmus_thooides	extinct	30.8	33.3
Cynodesmus_thooides	extinct	30.8	33.3
Hesperocyon_gregarius	extinct	30.8	33.3
Daphoenus	extinct	30.8	33.3
Proscalops_tertius	extinct	30.8	33.3
Osbornodon_sesnoni	extinct	30.8	33.3
Promartes_gemmarosae	extinct	20.43	30.8
Mammacyon_obtusidens	extinct	20.43	30.8
Leptocyon_delicatus	extinct	20.43	30.8
Mustelidae	extinct	20.43	24.8
Enhydrocyon_crassidens	extinct	20.43	30.8
Leptocyon_vulpinus	extinct	20.43	24.8
Paraenhydrocyon_robustus	extinct	20.43	24.8
Cormocyon_haydeni	extinct	20.43	30.8
Nimravus_sectator	extinct	20.43	30.8
Enhydrocyon_crassidens	extinct	20.43	24.8
Leptocyon_gregorii	extinct	20.43	24.8
Cynarctoides_acridens	extinct	20.43	30.8
Archaeocyon_leptodus	extinct	20.43	30.8
Paraenhydrocyon_josephi	extinct	20.43	30.8
Enhydrocyon_pahinsintewakpa	extinct	20.43	30.8
Paraenhydrocyon_josephi	extinct	20.43	30.8
Archaeocyon_leptodus	extinct	20.43	30.8
Archaeocyon_falkenbachi	extinct	20.43	30.8
Otarocyon_cooki	extinct	20.43	30.8
Cormocyon_haydeni	extinct	20.43	30.8
Daphoenus	extinct	20.43	30.8
Cormocyon_copei	extinct	26.3	30.8
Pogonodon_brachyops	extinct	26.3	30.8
